CustomerKey,GeographyKey,Title,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CommuteDistance
28799,325,MS.,AMBER,NELSON,12/11/1980,S,F,amber9@adventure-works.com,40000,2,Partial College,Clerical,0,1,8396 Vista Way,468-555-0118,10/19/2020,1-2 Miles
28800,302,MR.,MASON,SANCHEZ,9/3/1980,S,M,mason16@adventure-works.com,40000,2,Partial College,Clerical,0,1,1028 Royal Oak Rd.,171-555-0123,4/9/2023,0-1 Miles
28801,616,MS.,KATELYN,HALL,2/10/1994,S,F,katelyn46@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,0,0,707 Willcrest Circle,113-555-0110,11/26/2022,0-1 Miles
28802,56,MRS.,ALLISON,NELSON,9/13/1999,M,F,allison32@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,1,0,6980 Tanager Circle,156-555-0155,7/4/2021,1-2 Miles
28803,623,MS.,GABRIELLA,EDWARDS,7/3/1993,S,F,gabriella22@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,0,0,5218 E 28th Street,697-555-0146,9/28/2022,0-1 Miles
28804,301,MR.,WYATT,ALLEN,6/12/1994,S,M,wyatt26@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,1,0,2912 Guadalupe Dr.,114-555-0149,11/4/2020,1-2 Miles
28805,339,MRS.,MARISSA,BENNETT,2/17/1994,M,F,marissa20@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,1,0,5370 Adobe Drive,157-555-0149,11/25/2020,1-2 Miles
28806,595,MR.,RANDALL,HERNANDEZ,5/19/1995,S,M,randall5@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,0,0,2427 Kaywood Drive,117-555-0111,8/22/2022,0-1 Miles
28807,539,MRS.,MARIA,COX,3/12/1995,M,F,maria13@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,1,0,946 Hanson Lane,821-555-0165,11/10/2020,1-2 Miles
28808,626,MS.,TRINITY,WATSON,5/19/1995,S,F,trinity0@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,0,0,2427 Kaywood Drive,161-555-0144,12/1/2022,0-1 Miles
28809,552,MR.,ISAAC,COOPER,9/16/2000,M,M,isaac8@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,1,0,554 Buskirk Ave.,777-555-0191,9/6/2022,0-1 Miles
28810,312,MRS.,KAYLEE,BLUE,10/15/1994,M,F,kaylee10@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,1,0,9200 Pecan Street,202-555-0156,7/25/2022,0-1 Miles
28811,329,MR.,CALEB,PHILLIPS,8/12/1994,M,M,caleb35@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,0,0,2929 Marie Dr.,513-555-0150,1/12/2023,0-1 Miles
28812,347,MRS.,BRIANNA,WATSON,10/19/1994,M,F,brianna44@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,1,0,3883 Kirkwood Dr,328-555-0176,1/15/2023,0-1 Miles
28813,355,MR.,CAMERON,WASHINGTON,5/5/1993,M,M,cameron8@adventure-works.com,40000,4,High School,Skilled Manual,1,3,1351 Boxer Blvd.,809-555-0161,8/14/2022,10+ Miles
28814,612,MRS.,ANNA,BUTLER,9/18/1992,M,F,anna39@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,1,0,8970 Birchwood,306-555-0162,4/28/2023,0-1 Miles
28815,374,MRS.,LAUREN,JAMES,4/21/1998,M,F,lauren18@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,1,0,2313 Pastel Drive,244-555-0142,4/20/2023,0-1 Miles
28816,539,MS.,JESSICA,COX,1/10/1993,S,F,jessica13@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,1,0,9048 Youngsdale Drive,139-555-0185,1/22/2023,1-2 Miles
28817,59,MR.,JAMES,LEE,3/11/1993,M,M,james95@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,1,0,8114 Riveria Way,102-555-0125,7/25/2022,1-2 Miles
28818,49,MR.,DWAYNE,HERNANDEZ,10/30/1993,M,M,dwayne3@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,0,0,8408 Via Del Sol,192-555-0199,7/15/2021,0-1 Miles
28819,58,MRS.,GRACE,BENNETT,4/10/1994,M,F,grace48@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,5767 Oakmead,362-555-0191,7/6/2021,0-1 Miles
28820,609,MRS.,NAOMI,ALVAREZ,1/17/1994,M,F,naomi4@adventure-works.com,60000,1,Bachelors,Skilled Manual,1,0,137 Lancelot Dr,514-555-0167,11/21/2020,2-5 Miles
28821,618,MR.,BLAKE,JACKSON,1/17/1994,M,M,blake11@adventure-works.com,60000,1,Bachelors,Skilled Manual,1,0,137 Lancelot Dr,496-555-0164,11/11/2020,2-5 Miles
28822,618,MRS.,AMANDA,ALEXANDER,1/16/1994,M,F,amanda40@adventure-works.com,60000,1,Bachelors,Skilled Manual,1,0,5052 Bannock Ct.,234-555-0189,11/30/2020,0-1 Miles
28823,631,MR.,XAVIER,BROWN,5/17/1994,M,M,xavier4@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,4926 Sharon Dr,745-555-0120,11/22/2020,2-5 Miles
28824,634,MR.,BRANDON,GONZALES,5/8/1994,S,M,brandon14@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,6793 Almond Street,426-555-0124,11/22/2020,2-5 Miles
28825,635,MR.,CALEB,HERNANDEZ,2/1/1994,M,M,caleb45@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,9808 Deerfield Dr.,344-555-0121,11/5/2020,2-5 Miles
28826,553,MR.,JACK,SHARMA,1/10/1994,M,M,jack31@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,9637 Kenneth Ct,357-555-0115,11/28/2020,2-5 Miles
28827,312,MR.,JOSHUA,ROBINSON,3/23/1999,M,M,joshua20@adventure-works.com,60000,1,Graduate Degree,Professional,1,0,1226 Shoenic,165-555-0181,11/2/2020,2-5 Miles
28828,369,MS.,ANDREA,MURPHY,4/23/1994,S,F,andrea16@adventure-works.com,70000,2,Graduate Degree,Professional,1,0,649 Hoke Dr,372-555-0196,11/9/2020,2-5 Miles
28829,299,MR.,ROBERT,BRYANT,8/15/1991,M,M,robert29@adventure-works.com,40000,1,Bachelors,Skilled Manual,0,0,1336 Terrace Road,243-555-0174,10/31/2020,0-1 Miles
28830,632,MR.,MATTHEW,SMITH,12/21/1991,M,M,matthew6@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,0,1399 Firestone Drive,823-555-0141,11/16/2020,0-1 Miles
28831,329,MRS.,ELIZABETH,HARRIS,7/15/1991,M,F,elizabeth17@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,0,1612 Geary Ct.,467-555-0115,11/20/2020,0-1 Miles
28832,66,MR.,JOSEPH,RODRIGUEZ,11/2/1991,M,M,joseph27@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,0,7685 Imperial Dr,164-555-0128,7/7/2021,2-5 Miles
28833,614,MRS.,ABIGAIL,HARRIS,5/3/1991,M,F,abigail54@adventure-works.com,60000,1,Bachelors,Skilled Manual,1,1,8620 Moss Hollow Court,364-555-0127,11/10/2020,2-5 Miles
28834,69,MRS.,NATALIE,HILL,10/26/1990,M,F,natalie65@adventure-works.com,60000,2,Bachelors,Skilled Manual,1,0,1397 Paradiso Ct.,894-555-0196,7/20/2021,2-5 Miles
28835,312,MR.,ELIJAH,PHILLIPS,9/22/1990,S,M,elijah34@adventure-works.com,60000,2,Bachelors,Skilled Manual,0,0,7201 Elk Dr.,851-555-0168,11/19/2020,0-1 Miles
28836,53,MS.,LAUREN,COOK,2/4/1993,S,F,lauren3@adventure-works.com,60000,1,Graduate Degree,Professional,0,0,8680 Newell Ave.,622-555-0149,7/18/2021,0-1 Miles
28837,59,MRS.,VICTORIA,RODRIGUEZ,4/18/1993,M,F,victoria19@adventure-works.com,60000,1,Graduate Degree,Professional,0,0,9766 Marie Drive,143-555-0189,7/12/2021,0-1 Miles
28838,611,MS.,JASMINE,ROSS,4/24/1993,S,F,jasmine44@adventure-works.com,60000,1,Graduate Degree,Professional,0,0,3589 G Street,141-555-0122,11/11/2020,0-1 Miles
28839,552,MR.,CONNOR,PARKER,4/9/1998,M,M,connor28@adventure-works.com,60000,1,Graduate Degree,Professional,1,0,6230 Blue Ridge,936-555-0177,11/30/2020,2-5 Miles
28840,301,MS.,VALERIE,HARRISON,1/8/1993,S,F,valerie20@adventure-works.com,70000,2,Graduate Degree,Professional,0,0,1694 Ohara Avenue,511-555-0152,11/14/2020,0-1 Miles
28841,310,MR.,SAMUEL,GONZALES,5/5/1993,M,M,samuel16@adventure-works.com,70000,2,Graduate Degree,Professional,1,0,1510 Bidwell Street,891-555-0125,11/25/2020,2-5 Miles
28842,337,MRS.,NICOLE,BAILEY,11/16/1992,M,F,nicole33@adventure-works.com,70000,3,Graduate Degree,Professional,1,0,3328 Via Cortez,191-555-0167,11/4/2020,2-5 Miles
28843,300,MRS.,CHLOE,PRICE,7/21/1990,M,F,chloe66@adventure-works.com,60000,1,Graduate Degree,Professional,1,0,4070 Orange Street,391-555-0126,11/19/2020,2-5 Miles
28844,298,MS.,EMMA,RIVERA,4/21/1995,S,F,emma34@adventure-works.com,70000,2,Bachelors,Skilled Manual,1,0,4782 Mt. Whitney Dr.,535-555-0160,11/26/2020,2-5 Miles
28845,612,MS.,KAITLYN,SIMMONS,5/7/1990,S,F,kaitlyn82@adventure-works.com,70000,2,Bachelors,Skilled Manual,1,0,9245 Escobar,568-555-0128,11/6/2020,2-5 Miles
28846,307,MS.,CYNTHIA,LOPEZ,5/14/1990,S,F,cynthia22@adventure-works.com,70000,2,Bachelors,Skilled Manual,0,1,2775 Heather Leaf Ln.,359-555-0135,11/30/2020,0-1 Miles
28847,311,MS.,CARLY,XU,11/20/1989,S,F,carly4@adventure-works.com,70000,2,Bachelors,Skilled Manual,1,1,2206 Clear View Circle,270-555-0111,11/12/2020,2-5 Miles
28848,69,MR.,JUSTIN,BUTLER,7/22/1994,S,M,justin11@adventure-works.com,40000,0,Bachelors,Professional,0,1,1260 Mt. Washington Way,169-555-0118,7/14/2021,2-5 Miles
28849,641,MR.,GARRETT,MURPHY,10/19/1994,S,M,garrett19@adventure-works.com,40000,0,Bachelors,Professional,0,1,9186 West Boyd Rd.,344-555-0111,11/17/2020,2-5 Miles
28850,49,MR.,NELSON,HERNANDEZ,10/31/1997,S,M,nelson4@adventure-works.com,60000,1,Graduate Degree,Professional,0,0,1921 Garcia Ranch Road,118-555-0171,7/6/2021,0-1 Miles
28851,616,MR.,MIGUEL,MITCHELL,7/27/1991,S,M,miguel37@adventure-works.com,60000,2,Graduate Degree,Professional,0,0,6061 St. Paul Way,850-555-0128,11/18/2020,0-1 Miles
28852,542,MRS.,MARIAH,WATSON,3/6/1992,M,F,mariah0@adventure-works.com,60000,2,Graduate Degree,Professional,1,0,5458 Birchwood,741-555-0166,11/8/2020,2-5 Miles
28853,627,MR.,MIGUEL,DAVIS,4/4/1992,M,M,miguel4@adventure-works.com,60000,2,Graduate Degree,Professional,1,0,2798 Castlewood,566-555-0118,11/2/2020,2-5 Miles
28854,552,MS.,MORGAN,WALKER,6/5/1997,S,F,morgan44@adventure-works.com,70000,3,Graduate Degree,Professional,0,0,6563 Likins Avenue,765-555-0150,11/24/2020,0-1 Miles
28855,348,MS.,ALEXANDRA,PEREZ,1/21/1989,S,F,alexandra54@adventure-works.com,40000,0,Bachelors,Professional,0,1,7489 Briowes Valley Rd.,651-555-0161,12/16/2022,0-1 Miles
28856,641,MR.,LUKE,WANG,12/18/1988,M,M,luke14@adventure-works.com,60000,2,Bachelors,Skilled Manual,1,1,8646 Pleasant Circle,606-555-0173,11/12/2020,2-5 Miles
28857,315,MR.,MATTHEW,JOHNSON,12/14/1988,S,M,matthew7@adventure-works.com,60000,2,Bachelors,Skilled Manual,1,1,6058 Hill Street,354-555-0182,11/5/2020,2-5 Miles
28858,339,MR.,AIDAN,HUGHES,1/15/1993,S,M,aidan12@adventure-works.com,80000,3,Bachelors,Skilled Manual,1,0,7335 Oak Creek Ct.,810-555-0179,11/8/2022,2-5 Miles
28859,594,MR.,MICAH,CAI,4/7/1988,S,M,micah9@adventure-works.com,80000,3,Bachelors,Skilled Manual,1,1,8128 Kane Circle,462-555-0111,11/19/2020,2-5 Miles
28860,347,MR.,IAN,ANDERSON,5/20/1993,M,M,ian10@adventure-works.com,60000,0,Graduate Degree,Professional,0,0,1296 Bishop Court,443-555-0192,10/16/2022,0-1 Miles
28861,634,MRS.,ALEXANDRA,WALKER,6/18/1998,M,F,alexandra87@adventure-works.com,40000,0,High School,Skilled Manual,1,2,9691 Morengo Court,491-555-0193,3/17/2023,5-10 Miles
28862,642,MS.,CATHERINE,RAMIREZ,12/24/1997,S,F,catherine6@adventure-works.com,40000,0,High School,Skilled Manual,0,2,2877 Bounty Way,763-555-0144,7/29/2022,1-2 Miles
28863,553,MRS.,ALLISON,BELL,6/25/1998,M,F,allison13@adventure-works.com,40000,0,Partial College,Skilled Manual,1,1,2151 Twincreek Ct,540-555-0145,6/4/2023,5-10 Miles
28864,355,MS.,NATALIE,MURPHY,10/24/1997,S,F,natalie8@adventure-works.com,40000,0,Partial College,Skilled Manual,0,1,3586 Everett Court,183-555-0122,2/26/2023,1-2 Miles
28865,311,MR.,ALEX,REED,7/5/1995,M,M,alex24@adventure-works.com,50000,0,Partial College,Skilled Manual,1,1,4817 Clyde St.,164-555-0151,11/15/2022,5-10 Miles
28866,315,MR.,AARON,ADAMS,8/5/1995,S,M,aaron48@adventure-works.com,50000,0,Partial College,Skilled Manual,1,1,4116 Stanbridge Ct.,417-555-0154,9/29/2022,5-10 Miles
28867,338,MRS.,NATALIE,MARTINEZ,10/19/1995,M,F,natalie85@adventure-works.com,50000,0,Partial College,Skilled Manual,1,1,6782 First Ave,475-555-0132,11/28/2022,5-10 Miles
28868,345,MR.,JASON,CHEN,8/6/1995,M,M,jason23@adventure-works.com,50000,0,Partial College,Skilled Manual,1,1,906 Cloudview Dr,325-555-0145,5/26/2023,5-10 Miles
28869,632,MS.,ISABELLA,HOWARD,9/14/1999,S,F,isabella1@adventure-works.com,70000,0,Partial College,Skilled Manual,1,2,673 Noah Court,125-555-0175,11/27/2020,5-10 Miles
28870,626,MR.,BRIAN,WATSON,3/10/1999,M,M,brian12@adventure-works.com,70000,0,Partial College,Skilled Manual,1,2,174 Carlotta,514-555-0197,11/25/2020,5-10 Miles
28871,618,MS.,JASMINE,WEST,3/26/1994,S,F,jasmine37@adventure-works.com,70000,0,Partial College,Skilled Manual,1,2,8461 Lodge Drive,188-555-0118,11/29/2020,5-10 Miles
28872,32,MS.,KELLI,HE,6/12/1998,S,F,kelli19@adventure-works.com,130000,0,Partial High School,Management,0,4,9201 Lexington Rd.,1 (11) 500 555-0123,8/12/2022,10+ Miles
28873,299,MR.,ROGER,DENG,11/15/1974,M,M,roger28@adventure-works.com,70000,4,Partial College,Professional,1,1,780 F Mt Hood Circle,718-555-0180,6/12/2023,10+ Miles
28874,634,MRS.,ALEXA,BROOKS,3/11/1975,M,F,alexa1@adventure-works.com,70000,4,Partial College,Professional,1,1,7680 Lay Brooke Way,593-555-0198,10/23/2022,10+ Miles
28875,188,MR.,DENISE,SMITH,12/4/1978,S,M,denise2@adventure-works.com,110000,2,Partial College,Professional,1,3,"44, rue Saint-Lazare",326-555-0100,5/14/2023,5-10 Miles
28876,147,MR.,AUSTIN,GARCIA,4/20/1979,M,M,austin32@adventure-works.com,130000,2,Partial College,Professional,1,2,Kalkweg 425,1 (11) 500 555-0149,11/13/2022,0-1 Miles
28877,246,MR.,JOE,VANCE,5/24/1979,S,M,joe8@adventure-works.com,150000,2,High School,Professional,0,4,2318 Pleasant Circle,1 (11) 500 555-0119,8/1/2022,5-10 Miles
28878,263,MR.,ALVIN,GUO,10/6/1978,M,M,alvin16@adventure-works.com,160000,2,High School,Professional,1,4,2139 Birdwatch Ave.,1 (11) 500 555-0197,3/23/2023,0-1 Miles
28879,272,MR.,EDWIN,XIE,5/31/1979,S,M,edwin25@adventure-works.com,170000,3,Bachelors,Management,0,3,5349 Keller Ridge Dr.,1 (11) 500 555-0187,12/14/2022,5-10 Miles
28880,275,MS.,FELICIA,MOYER,2/25/1979,S,F,felicia9@adventure-works.com,170000,4,Bachelors,Management,0,3,4637 Lakeside Court,1 (11) 500 555-0116,9/9/2022,0-1 Miles
28881,197,MR.,ALLEN,KAPOOR,10/30/1977,M,M,allen1@adventure-works.com,110000,2,Partial College,Professional,1,4,"44, rue Saint Denis",1 (11) 500 555-0196,11/14/2022,5-10 Miles
28882,223,MRS.,TASHA,SHEN,1/31/1978,M,F,tasha2@adventure-works.com,110000,2,Partial College,Professional,1,4,"9, rue des Vendangeurs",1 (11) 500 555-0119,10/13/2022,5-10 Miles
28883,229,MR.,EDDIE,ROMERO,3/11/1978,M,M,eddie9@adventure-works.com,120000,3,High School,Professional,1,4,3294 Buena Vista,1 (11) 500 555-0119,3/15/2023,5-10 Miles
28884,278,MS.,SHEILA,SUAREZ,9/30/1983,S,F,sheila17@adventure-works.com,170000,3,High School,Professional,0,4,4576 Almond Street,1 (11) 500 555-0176,5/20/2023,0-1 Miles
28885,226,MR.,KELVIN,RAJI,3/3/1988,S,M,kelvin18@adventure-works.com,90000,2,High School,Professional,1,2,"1931, boulevard Beau Marchais",1 (11) 500 555-0143,12/25/2021,10+ Miles
28886,194,MR.,FRANKLIN,JAI,1/10/1977,M,M,franklin29@adventure-works.com,100000,2,High School,Professional,1,4,"409, rue Saint Denis",1 (11) 500 555-0114,5/5/2023,10+ Miles
28887,147,MR.,CASEY,SERRANO,11/10/1976,S,M,casey40@adventure-works.com,120000,2,Partial High School,Professional,0,4,Hansaallee 500,1 (11) 500 555-0177,1/30/2023,5-10 Miles
28888,210,MRS.,CASEY,LAL,11/18/1965,M,F,casey9@adventure-works.com,80000,5,Bachelors,Management,1,2,"8011, rue de Cambrai",1 (11) 500 555-0190,5/20/2023,10+ Miles
28889,163,MRS.,ALISON,BECK,10/9/1972,M,F,alison21@adventure-works.com,80000,5,Bachelors,Management,0,2,Am Kreuz 405,1 (11) 500 555-0182,1/16/2023,2-5 Miles
28890,170,MRS.,JACLYN,MA,10/13/1966,M,F,jaclyn17@adventure-works.com,90000,5,Partial College,Professional,1,2,Carlsplatz 4650,1 (11) 500 555-0184,12/7/2022,10+ Miles
28891,261,MS.,JASMINE,SMITH,5/1/1967,S,F,jasmine0@adventure-works.com,130000,4,Partial College,Professional,0,4,9645 Pimlico Drive,1 (11) 500 555-0113,1/22/2023,0-1 Miles
28892,265,MS.,MARISSA,BRYANT,12/14/1966,S,F,marissa15@adventure-works.com,130000,4,Partial College,Professional,0,4,545 Los Gatos Court,1 (11) 500 555-0115,1/15/2023,5-10 Miles
28893,207,MRS.,JESSIE,GUTIERREZ,12/10/1967,M,F,jessie30@adventure-works.com,80000,5,Partial College,Professional,1,2,"6166, rue Lamarck",1 (11) 500 555-0199,10/6/2022,10+ Miles
28894,206,MR.,MAURICE,XU,1/31/1968,M,M,maurice5@adventure-works.com,100000,2,Bachelors,Management,1,4,"11, quai de l´ Iton",1 (11) 500 555-0119,4/27/2023,10+ Miles
28895,159,MR.,MITCHELL,LUO,11/15/1967,S,M,mitchell5@adventure-works.com,110000,3,Bachelors,Management,1,4,Krönerweg 9249,1 (11) 500 555-0138,6/11/2023,10+ Miles
28896,237,MR.,EDWARD,DAVIS,5/12/1975,M,M,edward27@adventure-works.com,70000,4,High School,Professional,1,1,8594 Veracruz,1 (11) 500 555-0151,8/20/2022,10+ Miles
28897,209,MS.,JENNIFER,ROSS,9/15/1974,S,F,jennifer79@adventure-works.com,80000,4,Partial College,Professional,0,2,"201bis, boulevard Saint Germain",1 (11) 500 555-0189,6/4/2023,2-5 Miles
28898,231,MS.,MELANIE,PATTERSON,12/24/1975,S,F,melanie26@adventure-works.com,130000,3,Partial College,Professional,0,4,797 Seascape Circle,1 (11) 500 555-0155,8/7/2022,0-1 Miles
28899,250,MR.,ALEJANDRO,ANAND,3/18/1976,M,M,alejandro47@adventure-works.com,130000,4,High School,Professional,1,1,2733 Del Mar Ave.,1 (11) 500 555-0192,5/27/2023,0-1 Miles
28900,147,MS.,JASMINE,PRICE,12/3/1974,S,F,jasmine41@adventure-works.com,110000,2,Bachelors,Management,0,1,Heiderplatz 948,1 (11) 500 555-0159,10/30/2022,10+ Miles
28901,159,MRS.,MARTHA,HEE,7/25/1974,M,F,martha18@adventure-works.com,120000,2,Bachelors,Management,1,2,Auf Der Steige 6000,1 (11) 500 555-0112,12/22/2022,10+ Miles
28902,172,MS.,SUZANNE,SHE,5/16/1975,S,F,suzanne24@adventure-works.com,120000,2,Bachelors,Management,0,2,Knaackstr 756,1 (11) 500 555-0113,12/29/2022,10+ Miles
28903,247,MRS.,KARA,LUO,10/21/1980,M,F,kara6@adventure-works.com,130000,4,Partial College,Professional,1,2,4414 Marion Ct.,1 (11) 500 555-0199,7/15/2022,0-1 Miles
28904,186,MR.,IAN,FLORES,10/7/1972,M,M,ian53@adventure-works.com,70000,5,Partial High School,Skilled Manual,0,2,"5402, rue Lauriston",1 (11) 500 555-0123,12/8/2021,2-5 Miles
28905,187,MRS.,KATHERINE,BAILEY,8/18/1972,M,F,katherine10@adventure-works.com,80000,4,High School,Professional,1,3,"234, quai Paul Doumer",1 (11) 500 555-0193,9/26/2022,10+ Miles
28906,223,MR.,STEVE,XU,9/23/1978,M,M,steve15@adventure-works.com,80000,4,High School,Professional,1,2,"1211, rue des Ecoles",1 (11) 500 555-0115,3/16/2023,10+ Miles
28907,267,MR.,BLAKE,JENKINS,8/18/1972,M,M,blake54@adventure-works.com,160000,4,Partial College,Professional,0,3,1156 Dublin Court,1 (11) 500 555-0111,2/23/2023,10+ Miles
28908,276,MS.,DOMINIQUE,SAI,9/10/1972,S,F,dominique5@adventure-works.com,170000,0,Partial College,Management,0,4,5495 Glendale Circle,1 (11) 500 555-0183,7/5/2022,10+ Miles
28909,211,MR.,TOMMY,CHAMPION,1/1/1977,M,M,tommy11@adventure-works.com,90000,4,High School,Management,1,3,"47, rue de Linois",1 (11) 500 555-0130,1/24/2023,10+ Miles
28910,196,MS.,MELODY,MARTIN,2/11/1972,S,F,melody0@adventure-works.com,90000,4,High School,Management,1,3,"88, avenue de l´ Union Centrale",1 (11) 500 555-0176,2/20/2023,10+ Miles
28911,179,MR.,LEVI,RODRIGUEZ,9/17/1971,M,M,levi17@adventure-works.com,90000,4,High School,Management,1,3,"54, avenue des Champs-Elysées",1 (11) 500 555-0157,1/5/2023,10+ Miles
28912,213,MR.,ALEJANDRO,ZHU,3/6/1972,M,M,alejandro17@adventure-works.com,100000,3,Partial College,Management,1,4,"12, route de Marseille",1 (11) 500 555-0164,3/4/2023,10+ Miles
28913,261,MS.,KRISTA,DIAZ,2/21/1972,S,F,krista3@adventure-works.com,150000,4,Bachelors,Management,0,4,2415 Angi Lane,1 (11) 500 555-0119,3/24/2023,10+ Miles
28914,275,MRS.,ALICIA,RAI,5/19/1972,M,F,alicia14@adventure-works.com,170000,0,Partial College,Management,0,4,8744 Black Walnut,1 (11) 500 555-0162,10/11/2022,10+ Miles
28915,221,MR.,JOHNNY,YUAN,5/23/1976,S,M,johnny7@adventure-works.com,80000,5,High School,Management,1,3,"18, boulevard d´Albi",1 (11) 500 555-0145,11/15/2022,10+ Miles
28916,253,MRS.,KATHRYN,SHAN,2/13/1971,M,F,kathryn9@adventure-works.com,160000,3,Partial College,Management,1,4,865 Oak Rd.,1 (11) 500 555-0165,9/29/2022,0-1 Miles
28917,201,MS.,SANDRA,ZHOU,8/2/1969,S,F,sandra15@adventure-works.com,80000,5,High School,Management,0,4,"82, cours Mirabeau",1 (11) 500 555-0184,6/2/2023,5-10 Miles
28918,249,MRS.,GINA,BLANCO,10/5/1969,M,F,gina16@adventure-works.com,130000,4,High School,Management,0,4,7437 Jason Ct,1 (11) 500 555-0136,7/26/2022,10+ Miles
28919,189,MRS.,KRYSTAL,WAGNER,12/2/1968,M,F,krystal1@adventure-works.com,90000,5,Partial High School,Skilled Manual,1,2,"2802, boulevard Beau Marchais",1 (11) 500 555-0150,8/3/2022,10+ Miles
28920,176,MS.,RENÉE,ALVAREZ,3/20/1969,S,F,renée4@adventure-works.com,120000,4,High School,Management,0,4,Postfach 66 16 16,1 (11) 500 555-0119,4/9/2023,10+ Miles
28921,252,MR.,COREY,DENG,5/9/1985,M,M,corey1@adventure-works.com,120000,5,High School,Management,0,4,2367 Vancouver Way,1 (11) 500 555-0118,8/23/2022,10+ Miles
28922,31,MR.,BRENT,YE,5/12/1997,M,M,brent9@adventure-works.com,60000,0,Bachelors,Professional,1,3,4691 Encinal Place,1 (11) 500 555-0136,1/22/2023,10+ Miles
28923,9,MR.,ROBERTO,HERNANDEZ,2/3/1997,S,M,roberto3@adventure-works.com,70000,0,Bachelors,Professional,0,2,8801 Lee Lane,1 (11) 500 555-0117,8/16/2022,10+ Miles
28924,32,MS.,SYDNEY,WASHINGTON,12/25/1997,S,F,sydney35@adventure-works.com,70000,0,Bachelors,Professional,0,2,1153 Loma Linda,1 (11) 500 555-0116,5/24/2023,10+ Miles
28925,5,MR.,WARREN,LU,10/1/1997,M,M,warren27@adventure-works.com,70000,0,Bachelors,Professional,1,2,8979 Adams Dr.,1 (11) 500 555-0135,4/18/2023,10+ Miles
28926,27,MR.,DANNY,SCHMIDT,11/12/1997,S,M,danny21@adventure-works.com,70000,0,Bachelors,Professional,0,2,1192 Tosca Way,1 (11) 500 555-0174,4/15/2023,10+ Miles
28927,28,MR.,JERMAINE,RANA,9/16/1997,S,M,jermaine9@adventure-works.com,80000,0,Bachelors,Professional,1,2,3217 Elm St,1 (11) 500 555-0138,8/6/2022,10+ Miles
28928,15,MS.,MARGARET,WU,12/17/1997,S,F,margaret13@adventure-works.com,80000,0,Bachelors,Professional,0,2,6559 Via Rerrari,1 (11) 500 555-0182,8/30/2022,10+ Miles
28929,23,MS.,MARIE,FERNANDEZ,2/8/1997,S,F,marie17@adventure-works.com,70000,0,Bachelors,Professional,0,3,1820 Adobe St,1 (11) 500 555-0112,3/13/2023,10+ Miles
28930,18,MR.,JARROD,KAPOOR,11/23/1996,M,M,jarrod1@adventure-works.com,80000,0,Bachelors,Professional,1,2,5966 Krueger Dr.,1 (11) 500 555-0144,5/12/2023,10+ Miles
28931,7,MR.,DARREN,JIMÉNEZ,5/5/1997,M,M,darren27@adventure-works.com,80000,0,Bachelors,Professional,1,3,9161 Napa St.,1 (11) 500 555-0159,11/18/2022,10+ Miles
28932,8,MR.,MARSHALL,ASHE,8/23/2001,M,M,marshall42@adventure-works.com,70000,0,Bachelors,Professional,1,3,8200 Schenone Court,1 (11) 500 555-0197,5/14/2023,10+ Miles
28933,38,MRS.,COLLEEN,RAI,5/9/1996,M,F,colleen40@adventure-works.com,70000,0,Bachelors,Professional,1,3,6957 Corte Poquito,1 (11) 500 555-0129,3/24/2023,10+ Miles
28934,4,MR.,RICARDO,NARA,4/2/1996,M,M,ricardo16@adventure-works.com,70000,0,Bachelors,Professional,0,3,1942 Rock Island Drive,1 (11) 500 555-0165,1/18/2023,10+ Miles
28935,25,MR.,EDDIE,JOHNSEN,11/29/1996,S,M,eddie6@adventure-works.com,90000,0,Bachelors,Professional,0,2,7538 Black Pine Lane,1 (11) 500 555-0138,8/19/2022,10+ Miles
